Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:54:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:47       7    4.65    0.00    1.21    0.00    0.00    0.40    0.00    0.00    0.00   93.74
21:55:47       8    2.21    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   96.79
21:55:47       9    2.02    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   96.98
21:55:47      10    1.85    0.00    0.62    0.00    0.00    0.21    0.00    0.00    0.00   97.33
21:55:47      11    3.61    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   95.18
21:55:47      12    3.02    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   95.97
21:55:47      13    3.62    0.00    0.80    0.00    0.00    0.40    0.00    0.00    0.00   95.17
21:55:47      14    2.22    0.00    0.61    0.00    0.00    0.00    0.00    0.00    0.00   97.17
21:55:47      15    2.60    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   96.00

21:55:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:52     all    3.71    0.00    0.94    0.01    0.00    0.60    0.00    0.00    0.00   94.73
21:55:52       0    1.73    0.00    0.77    0.00    0.00    5.59    0.00    0.00    0.00   91.91
21:55:52       1    1.61    0.00    0.60    0.00    0.00    1.21    0.00    0.00    0.00   96.57
21:55:52       2    2.81    0.00    1.00    0.00    0.00    0.40    0.00    0.00    0.00   95.79
21:55:52       3    8.96    0.00    1.99    0.00    0.00    0.40    0.00    0.00    0.00   88.65
21:55:52       4    6.04    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   92.76
21:55:52       5    8.05    0.00    1.01    0.20    0.00    0.00    0.00    0.00    0.00   90.74
21:55:52       6    3.83    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   94.96
21:55:52       7    7.04    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   91.95
